date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:31	50865/50865	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:32%20GMT	https://odescomplicando.com/_assets/media/7f20910cbee5f84107ffa3b44f706ede.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/7f20910cbee5f84107ffa3b44f706ede.png	(from https://odescomplicando.com/)
16:05:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:32%20GMT	http://odescomplicando.com/_assets/media/2f594ba96493464f727e9a23bb4c359b.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/2f594ba96493464f727e9a23bb4c359b.png	(from https://odescomplicando.com/)
16:05:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:34%20GMT	http://odescomplicando.com/_assets/media/7f17fc66b4a4abce5f01c81f6853b309.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/7f17fc66b4a4abce5f01c81f6853b309.png	(from https://odescomplicando.com/)
16:05:34	499238/499238	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:34%20GMT	https://odescomplicando.com/_assets/media/2f594ba96493464f727e9a23bb4c359b.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/2f594ba96493464f727e9a23bb4c359b.png	(from https://odescomplicando.com/)
16:05:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:36%20GMT	http://odescomplicando.com/_assets/media/baef259ba21ffcfc25be272799104d8b.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/baef259ba21ffcfc25be272799104d8b.png	(from https://odescomplicando.com/)
16:05:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:38%20GMT	http://odescomplicando.com/_assets/media/e25450d80ff52297a2b7f3cf2e70f8b1.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/e25450d80ff52297a2b7f3cf2e70f8b1.png	(from https://odescomplicando.com/)
16:05:38	1652722/1652722	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:36%20GMT	https://odescomplicando.com/_assets/media/7f17fc66b4a4abce5f01c81f6853b309.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/7f17fc66b4a4abce5f01c81f6853b309.png	(from https://odescomplicando.com/)
16:05:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:40%20GMT	http://odescomplicando.com/_assets/media/37f8387277175bf2b8122404b4295bc6.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/37f8387277175bf2b8122404b4295bc6.png	(from https://odescomplicando.com/)
16:05:40	19066/19066	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:40%20GMT	https://odescomplicando.com/_assets/media/e25450d80ff52297a2b7f3cf2e70f8b1.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/e25450d80ff52297a2b7f3cf2e70f8b1.png	(from https://odescomplicando.com/)
16:05:40	2215338/2215338	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:38%20GMT	https://odescomplicando.com/_assets/media/baef259ba21ffcfc25be272799104d8b.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/baef259ba21ffcfc25be272799104d8b.png	(from https://odescomplicando.com/)
16:05:41	42560/42560	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:42%20GMT	https://odescomplicando.com/_assets/media/37f8387277175bf2b8122404b4295bc6.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/37f8387277175bf2b8122404b4295bc6.png	(from https://odescomplicando.com/)
16:05:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:42%20GMT	http://odescomplicando.com/_assets/media/911cc797b5fd0151af04877c92155419.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/911cc797b5fd0151af04877c92155419.png	(from https://odescomplicando.com/)
16:05:44	70312/70312	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:44%20GMT	https://odescomplicando.com/_assets/media/911cc797b5fd0151af04877c92155419.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/911cc797b5fd0151af04877c92155419.png	(from https://odescomplicando.com/)
16:05:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:44%20GMT	http://odescomplicando.com/_assets/media/82f1c334cdef54000e6c097d69a16c6f.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/82f1c334cdef54000e6c097d69a16c6f.svg	(from https://odescomplicando.com/)
16:05:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:46%20GMT	http://odescomplicando.com/_assets/media/a56556a9c69e60955e3673fc65aecd0c.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/a56556a9c69e60955e3673fc65aecd0c.png	(from https://odescomplicando.com/)
16:05:45	2117592/2117592	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Jan%202026%2014:05:46%20GMT	https://odescomplicando.com/_assets/media/82f1c334cdef54000e6c097d69a16c6f.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/82f1c334cdef54000e6c097d69a16c6f.svg	(from https://odescomplicando.com/)
16:05:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:47%20GMT	http://odescomplicando.com/_assets/media/6b0b28afea0e1f18d0d00dbd490d3745.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/6b0b28afea0e1f18d0d00dbd490d3745.png	(from https://odescomplicando.com/)
16:05:46	366780/366780	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:46%20GMT	https://odescomplicando.com/_assets/media/a56556a9c69e60955e3673fc65aecd0c.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/a56556a9c69e60955e3673fc65aecd0c.png	(from https://odescomplicando.com/)
16:05:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:48%20GMT	http://odescomplicando.com/_assets/media/2d59852c9dcae7a142ad30390b7cdfdb.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/2d59852c9dcae7a142ad30390b7cdfdb.svg	(from https://odescomplicando.com/)
16:05:49	1126043/1126043	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:48%20GMT	https://odescomplicando.com/_assets/media/6b0b28afea0e1f18d0d00dbd490d3745.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/6b0b28afea0e1f18d0d00dbd490d3745.png	(from https://odescomplicando.com/)
16:05:51	362/362	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Jan%202026%2014:05:50%20GMT	https://odescomplicando.com/_assets/media/2d59852c9dcae7a142ad30390b7cdfdb.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/2d59852c9dcae7a142ad30390b7cdfdb.svg	(from https://odescomplicando.com/)
16:05:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:50%20GMT	http://odescomplicando.com/_assets/media/a4caae051521204252e1ca5c6c6c5d7e.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/a4caae051521204252e1ca5c6c6c5d7e.png	(from https://odescomplicando.com/)
16:05:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:52%20GMT	http://odescomplicando.com/_assets/media/114e4164d8f9e06b5d5377b687041a8f.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/114e4164d8f9e06b5d5377b687041a8f.png	(from https://odescomplicando.com/)
16:05:53	94018/94018	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:52%20GMT	https://odescomplicando.com/_assets/media/a4caae051521204252e1ca5c6c6c5d7e.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/a4caae051521204252e1ca5c6c6c5d7e.png	(from https://odescomplicando.com/)
16:05:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:54%20GMT	http://odescomplicando.com/_assets/media/bf77bdcae7cad3ab8e9dfa1f1da26cce.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/bf77bdcae7cad3ab8e9dfa1f1da26cce.png	(from https://odescomplicando.com/)
16:05:55	213776/213776	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:54%20GMT	https://odescomplicando.com/_assets/media/114e4164d8f9e06b5d5377b687041a8f.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/114e4164d8f9e06b5d5377b687041a8f.png	(from https://odescomplicando.com/)
16:05:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:56%20GMT	http://odescomplicando.com/_assets/media/c165fe41d3150f43fe30e62b698a4bdb.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c165fe41d3150f43fe30e62b698a4bdb.jpg	(from https://odescomplicando.com/)
16:05:57	340083/340083	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:05:56%20GMT	https://odescomplicando.com/_assets/media/bf77bdcae7cad3ab8e9dfa1f1da26cce.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/bf77bdcae7cad3ab8e9dfa1f1da26cce.png	(from https://odescomplicando.com/)
16:05:58	76826/76826	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2014:05:58%20GMT	https://odescomplicando.com/_assets/media/c165fe41d3150f43fe30e62b698a4bdb.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c165fe41d3150f43fe30e62b698a4bdb.jpg	(from https://odescomplicando.com/)
16:05:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:05:58%20GMT	http://odescomplicando.com/_assets/media/143de6ad53e2ea774f30a14b0fbd3ace.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/143de6ad53e2ea774f30a14b0fbd3ace.jpg	(from https://odescomplicando.com/)
16:06:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:00%20GMT	http://odescomplicando.com/_assets/media/4fa5c94d4cac52023a2e6c4e95835eab.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/4fa5c94d4cac52023a2e6c4e95835eab.png	(from https://odescomplicando.com/)
16:06:01	264197/264197	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2014:06:00%20GMT	https://odescomplicando.com/_assets/media/143de6ad53e2ea774f30a14b0fbd3ace.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/143de6ad53e2ea774f30a14b0fbd3ace.jpg	(from https://odescomplicando.com/)
16:06:01	29533/29533	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:02%20GMT	https://odescomplicando.com/_assets/media/4fa5c94d4cac52023a2e6c4e95835eab.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/4fa5c94d4cac52023a2e6c4e95835eab.png	(from https://odescomplicando.com/)
16:06:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:02%20GMT	http://odescomplicando.com/_assets/media/3cb32165082cadec6d1834a8f5d6053e.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/3cb32165082cadec6d1834a8f5d6053e.svg	(from https://odescomplicando.com/)
16:06:03	593/593	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Jan%202026%2014:06:04%20GMT	https://odescomplicando.com/_assets/media/3cb32165082cadec6d1834a8f5d6053e.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/3cb32165082cadec6d1834a8f5d6053e.svg	(from https://odescomplicando.com/)
16:06:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:04%20GMT	http://odescomplicando.com/_assets/media/01d3b70078e344a39f1854b678795dc7.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/01d3b70078e344a39f1854b678795dc7.png	(from https://odescomplicando.com/)
16:06:03	85589/85589	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:04%20GMT	https://odescomplicando.com/_assets/media/01d3b70078e344a39f1854b678795dc7.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/01d3b70078e344a39f1854b678795dc7.png	(from https://odescomplicando.com/)
16:06:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:05%20GMT	http://odescomplicando.com/_assets/media/14cd3dbc44188d24e33027bf25634b57.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/14cd3dbc44188d24e33027bf25634b57.png	(from https://odescomplicando.com/)
16:06:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:06%20GMT	http://odescomplicando.com/_assets/media/d5a04ed65af0b9b5bf522fc5d00ae8f5.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/d5a04ed65af0b9b5bf522fc5d00ae8f5.png	(from https://odescomplicando.com/)
16:06:07	218393/218393	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:06%20GMT	https://odescomplicando.com/_assets/media/14cd3dbc44188d24e33027bf25634b57.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/14cd3dbc44188d24e33027bf25634b57.png	(from https://odescomplicando.com/)
16:06:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:08%20GMT	http://odescomplicando.com/_assets/media/cda94aa28efba001a11404ed2f229160.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/cda94aa28efba001a11404ed2f229160.png	(from https://odescomplicando.com/)
16:06:09	679661/679661	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:08%20GMT	https://odescomplicando.com/_assets/media/d5a04ed65af0b9b5bf522fc5d00ae8f5.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/d5a04ed65af0b9b5bf522fc5d00ae8f5.png	(from https://odescomplicando.com/)
16:06:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:10%20GMT	http://odescomplicando.com/_assets/media/68009cc0f3998cee7118824c787aa8a6.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/68009cc0f3998cee7118824c787aa8a6.png	(from https://odescomplicando.com/)
16:06:11	509578/509578	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:10%20GMT	https://odescomplicando.com/_assets/media/cda94aa28efba001a11404ed2f229160.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/cda94aa28efba001a11404ed2f229160.png	(from https://odescomplicando.com/)
16:06:11	53070/53070	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:12%20GMT	https://odescomplicando.com/_assets/media/68009cc0f3998cee7118824c787aa8a6.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/68009cc0f3998cee7118824c787aa8a6.png	(from https://odescomplicando.com/)
16:06:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:12%20GMT	http://odescomplicando.com/_assets/media/653f57fbfb72368ec0432d588b991ada.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/653f57fbfb72368ec0432d588b991ada.png	(from https://odescomplicando.com/)
16:06:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:14%20GMT	http://odescomplicando.com/_assets/media/f199ffc817ca9d91875855b23f297391.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/f199ffc817ca9d91875855b23f297391.png	(from https://odescomplicando.com/)
16:06:15	84119/84119	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:14%20GMT	https://odescomplicando.com/_assets/media/653f57fbfb72368ec0432d588b991ada.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/653f57fbfb72368ec0432d588b991ada.png	(from https://odescomplicando.com/)
16:06:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:16%20GMT	http://odescomplicando.com/_assets/media/483d458f8d4d637e79aa9198e40a20ab.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/483d458f8d4d637e79aa9198e40a20ab.png	(from https://odescomplicando.com/)
16:06:17	384037/384037	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:16%20GMT	https://odescomplicando.com/_assets/media/f199ffc817ca9d91875855b23f297391.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/f199ffc817ca9d91875855b23f297391.png	(from https://odescomplicando.com/)
16:06:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:18%20GMT	http://odescomplicando.com/_assets/media/6bff3944eeced42a680895a77551d873.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/6bff3944eeced42a680895a77551d873.png	(from https://odescomplicando.com/)
16:06:19	616127/616127	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:18%20GMT	https://odescomplicando.com/_assets/media/483d458f8d4d637e79aa9198e40a20ab.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/483d458f8d4d637e79aa9198e40a20ab.png	(from https://odescomplicando.com/)
16:06:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:20%20GMT	http://odescomplicando.com/_assets/media/c63553e95ef9d18a36175c7da6e1cede.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c63553e95ef9d18a36175c7da6e1cede.png	(from https://odescomplicando.com/)
16:06:21	418133/418133	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:20%20GMT	https://odescomplicando.com/_assets/media/6bff3944eeced42a680895a77551d873.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/6bff3944eeced42a680895a77551d873.png	(from https://odescomplicando.com/)
16:06:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:22%20GMT	http://odescomplicando.com/_assets/media/ca607e0187839bc7af67bdbb24988d9f.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/ca607e0187839bc7af67bdbb24988d9f.png	(from https://odescomplicando.com/)
16:06:23	1429651/1429651	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:22%20GMT	https://odescomplicando.com/_assets/media/c63553e95ef9d18a36175c7da6e1cede.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c63553e95ef9d18a36175c7da6e1cede.png	(from https://odescomplicando.com/)
16:06:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:24%20GMT	http://odescomplicando.com/_assets/media/09b8a552a5e55c50a527869171b2ac94.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/09b8a552a5e55c50a527869171b2ac94.jpg	(from https://odescomplicando.com/)
16:06:25	1894675/1894675	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:24%20GMT	https://odescomplicando.com/_assets/media/ca607e0187839bc7af67bdbb24988d9f.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/ca607e0187839bc7af67bdbb24988d9f.png	(from https://odescomplicando.com/)
16:06:27	78434/78434	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2014:06:26%20GMT	https://odescomplicando.com/_assets/media/09b8a552a5e55c50a527869171b2ac94.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/09b8a552a5e55c50a527869171b2ac94.jpg	(from https://odescomplicando.com/)
16:06:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:26%20GMT	http://odescomplicando.com/_assets/media/c98f228311a414ea62e6d5a1e2456750.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c98f228311a414ea62e6d5a1e2456750.jpg	(from https://odescomplicando.com/)
16:06:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:28%20GMT	http://odescomplicando.com/_assets/media/17c06b03078e864f1f6cf73d54649a62.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/17c06b03078e864f1f6cf73d54649a62.jpg	(from https://odescomplicando.com/)
16:06:29	313574/313574	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2014:06:28%20GMT	https://odescomplicando.com/_assets/media/c98f228311a414ea62e6d5a1e2456750.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/c98f228311a414ea62e6d5a1e2456750.jpg	(from https://odescomplicando.com/)
16:06:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:30%20GMT	http://odescomplicando.com/_assets/media/33f3dd2efd3dcc9acc90de6f424692dd.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/33f3dd2efd3dcc9acc90de6f424692dd.svg	(from https://odescomplicando.com/)
16:06:31	617268/617268	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2014:06:30%20GMT	https://odescomplicando.com/_assets/media/17c06b03078e864f1f6cf73d54649a62.jpg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/17c06b03078e864f1f6cf73d54649a62.jpg	(from https://odescomplicando.com/)
16:06:33	1115/1115	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Jan%202026%2014:06:32%20GMT	https://odescomplicando.com/_assets/media/33f3dd2efd3dcc9acc90de6f424692dd.svg	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/33f3dd2efd3dcc9acc90de6f424692dd.svg	(from https://odescomplicando.com/)
16:06:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:32%20GMT	http://odescomplicando.com/_assets/media/08320a01f3d42a210688649025cf634d.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/08320a01f3d42a210688649025cf634d.png	(from https://odescomplicando.com/)
16:06:33	36356/36356	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:34%20GMT	https://odescomplicando.com/_assets/media/08320a01f3d42a210688649025cf634d.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/08320a01f3d42a210688649025cf634d.png	(from https://odescomplicando.com/)
16:06:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:34%20GMT	http://odescomplicando.com/_assets/media/7e7509d637acc03aa91d1e72667c18ea.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/7e7509d637acc03aa91d1e72667c18ea.png	(from https://odescomplicando.com/)
16:06:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:36%20GMT	http://odescomplicando.com/_assets/media/5680484a3ca86920ed23dd8dcf422f09.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/5680484a3ca86920ed23dd8dcf422f09.png	(from https://odescomplicando.com/)
16:06:36	357540/357540	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:36%20GMT	https://odescomplicando.com/_assets/media/7e7509d637acc03aa91d1e72667c18ea.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/7e7509d637acc03aa91d1e72667c18ea.png	(from https://odescomplicando.com/)
16:06:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:37%20GMT	http://odescomplicando.com/_assets/media/562f81e4eebd3be52af883d3cd621992.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/562f81e4eebd3be52af883d3cd621992.png	(from https://odescomplicando.com/)
16:06:38	1484684/1484684	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:37%20GMT	https://odescomplicando.com/_assets/media/5680484a3ca86920ed23dd8dcf422f09.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/5680484a3ca86920ed23dd8dcf422f09.png	(from https://odescomplicando.com/)
16:06:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:39%20GMT	http://odescomplicando.com/_assets/media/14329019dcdfbd6df7c59731adb508ce.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/14329019dcdfbd6df7c59731adb508ce.png	(from https://odescomplicando.com/)
16:06:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:41%20GMT	http://odescomplicando.com/_assets/media/bbf8bfadb3f53b97178584243c631325.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/bbf8bfadb3f53b97178584243c631325.png	(from https://odescomplicando.com/)
16:06:41	108210/108210	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:40%20GMT	https://odescomplicando.com/_assets/media/14329019dcdfbd6df7c59731adb508ce.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/14329019dcdfbd6df7c59731adb508ce.png	(from https://odescomplicando.com/)
16:06:41	3398733/3398733	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:39%20GMT	https://odescomplicando.com/_assets/media/562f81e4eebd3be52af883d3cd621992.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/562f81e4eebd3be52af883d3cd621992.png	(from https://odescomplicando.com/)
16:06:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Jan%202026%2014:06:43%20GMT	http://odescomplicando.com/_assets/media/af995703f4a93ff4c2e9b2dc4c28b956.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/af995703f4a93ff4c2e9b2dc4c28b956.png	(from https://odescomplicando.com/)
16:06:43	137452/137452	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202026%2014:06:43%20GMT	https://odescomplicando.com/_assets/media/bbf8bfadb3f53b97178584243c631325.png	C:/My%20Web%20Sites/Profissional/odescomplicando.com/_assets/media/bbf8bfadb3f53b97178584243c631325.png	(from https://odescomplicando.com/)
